FID;C_Nus;Coord_X;Coord_Y
7243;N08374J;431319.575;4588559.198
7244;N08375K;431329.044;4588733.689
7245;N08376L;431346.726;4588779.895
7246;N08378N;431189.312;4588816.85
7247;N08379O;431161.491;4588854.106
7248;N08380H;431211.268;4588920.935
7249;N08381I;431218.03;4588964.584
7250;N08382J;431089.34;4588942.891
7251;N08383K;431119.036;4588923.9
7252;N08384L;431076.104;4588983.108
7253;N08385M;431296.051;4589022.012
7254;N08386N;430955.88;4588807.468
7255;N08387O;430937.308;4588875.359
7256;N08388P;430882.78;4588783.788
7257;N08389Q;430879.828;4588807.096
7258;N08390J;431056.084;4588964.794
7259;N08391K;431252.036;4589037.876
7260;N08392L;429993.309;4588353.628
7261;N08393M;430255.704;4588419.712
7262;N08394N;430611.054;4588424.633
7263;N08395O;430631.67;4588387.383
7264;N08396P;430690.969;4588267.714
7265;N08399S;431109.896;4589591.309
7266;N08400U;430953.792;4589400.246
7267;N08401V;430916.144;4589357.945
7268;N08402W;430934.677;4589321.966
7269;N08403X;430926.901;4589259.843
7270;N08404Y;430992.471;4589325.903
7271;N08405Z;431188.994;4589533.192
7272;N08406A;431082.657;4589436.326
7273;N08407B;431080.375;4589595.538
7274;N08408C;431002.237;4589612.658
7275;N08409D;430973.13;4589494.138
7276;N08410W;431043.843;4589526.845
7277;N08411X;431216.715;4589693.415
7278;N08412Y;431164.841;4589677.189
7279;N08414A;430817.449;4589464.439
7280;N08415B;430931.683;4589552.786
7281;N08416C;431354.449;4589719.689
7282;N08417D;431221.637;4589491.658
7283;N08419F;431529.594;4589884.244
7284;N08420Y;431386.955;4589706.342
7285;N08421Z;431261.14;4589431.567
7286;N08422A;431241.25;4589416.406
7287;N08423B;431607.896;4589820.274
7288;N08424C;431545.104;4589786.94
7289;N08425D;431337.946;4589367.349
7290;N08426E;431494.716;4589706.306
7291;N08427F;431394.705;4589370.844
7292;N08428G;431354.631;4589338.353
7293;N08429H;431278.736;4589899.775
7294;N08430A;431109.059;4589760.378
7295;N08431B;431074.636;4589736.99
7296;N08432C;431087.439;4589680.369
7297;N08433D;431412.39;4589871.121
7298;N08434E;431241.043;4589803.768
7299;N08435F;431318.596;4589793.773
7300;N08436G;431304.693;4589743.062
7301;N08437H;431286.082;4589713.132
7302;N08438I;431284.395;4589756.884
7303;N08439J;431118.228;4589854.061
7304;N08440C;431257.633;4589936.317
7305;N08441D;431154.236;4589944.414
7306;N08442E;431060.382;4589944.099
7307;N08443F;431226.124;4589984.434
7308;N08444G;431074.818;4589106.994
7309;N08445H;431297.402;4589192.621
7310;N08446I;431386.472;4589220.067
7311;N08447J;431421.133;4589273.569
7312;N08449L;431681.873;4589529.971
7313;N08450E;431729.794;4589551.037
7314;N08452G;431869.734;4589532.336
7315;N08453H;432063.076;4589284.862
7316;N08454I;431994.172;4589124.071
7317;N08455J;432100.825;4589377.738
7318;N08456K;432147.399;4589242.302
7319;N08457L;432173.564;4589225.044
7320;N08458M;432162.991;4589357.089
7321;N08459N;432088.644;4589402.583
7322;N08460G;432054.75;4589669.959
7323;N08461H;432089.217;4589705.933
7324;N08462I;431710.589;4589599.932
7325;N08463J;432007.532;4589694.899
7326;N08464K;431782.341;4589673.02
7327;N08465L;431781.477;4589769.258
7328;N08467N;431667.999;4589679.361
7329;N08468O;431665.428;4589961.021
7330;N08470I;431693.187;4589737.474
7331;N08471J;431640.087;4590044.446
7332;N08473L;431765.789;4590289.447
7333;N08474M;431842.248;4590351.65
7334;N08475N;431880.039;4590492.924
7335;N08476O;431769.128;4590396.284
7336;N08477P;431719.622;4590427.873
7337;N08478Q;431737.814;4590346.353
7338;N08479R;431834.151;4590497.284
7339;N08480K;431689.732;4590421.671
7340;N08481L;431758.924;4590495.616
7341;N08482M;431648.367;4590477.667
7342;N08483N;432001.274;4590453.676
7343;N08484O;431934.66;4590537.147
7344;N08485P;431955.048;4590561.352
7345;N08486Q;431966.458;4590593.502
7346;N08489T;431702.331;4590925.775
7347;N08490M;431800.976;4590737.466
7348;N08491N;431849.345;4590729.096
7349;N08493P;431534.734;4590682.01
7350;N08494Q;431603.744;4590599.251
7351;N08495R;431743.371;4590546.94
7352;N08497T;431588.822;4590673.725
7353;N08498U;431585.484;4590701.66
7354;N08499V;431564.47;4590782.465
7355;N08500X;431559.824;4590952.247
7356;N08501Y;431821.869;4591060.129
7357;N08502Z;431751.051;4590961.509
7358;N08503A;431671.919;4590945.431
7359;N08504B;431589.168;4590999.913
7360;N08505C;431706.111;4590372.639
7361;N08509G;431032.418;4590403.455
7362;N08510Z;431051.598;4590328.909
7363;N08511A;430816.234;4590201.858
7364;N08512B;430689.875;4590170.792
7365;N08513C;430529.518;4590140.502
7366;N08514D;431174.487;4590120.001
7367;N08515E;431072.102;4590098.22
7368;N08516F;431161.389;4590227.209
7369;N08517G;431061.688;4590222.867
7370;N08518H;430877.176;4590138.091
7371;N08519I;430730.296;4590119.376
7372;N08520B;430587.187;4590080.669
7373;N08521C;431125.987;4590329.947
7374;N08522D;431137.951;4590373.968
7375;N08523E;431233.326;4590464.503
7376;N08524F;431192.266;4590040.949
7377;N08525G;431558.68;4590281.449
7378;N08526H;431429.654;4590254.099
7379;N08527I;431212.566;4590076.376
7380;N08528J;431452.876;4590357.39
7381;N08530D;431499.633;4590404.144
7382;N08531E;431304.305;4590252.105
7383;N08532F;431238.108;4590165.285
7384;N08533G;431327.059;4590337.197
7385;N08534H;431410.844;4590537.184
7386;N08535I;431196.393;4590356.601
7387;N08536J;431303.338;4590447.915
7388;N08537K;431170.493;4590563.826
7389;N08538L;430204.608;4588026.119
7390;N08542H;430098.661;4588123.484
7391;N08543I;430145.391;4588145.013
7392;N08544J;430226.178;4588184.538
7393;N08546L;430445.895;4588366.465
7394;N08548N;430286.211;4588354.682
7395;N08549O;431721.45;4588819.151
7396;N08556N;431097.892;4589715.273
7397;N08557O;431522.738;4590898.818
7398;N08558P;431471.956;4590907.611
7399;N08559Q;431454.555;4590882.638
7400;N08560J;433022.215;4582672.634
7401;N08561K;433126.489;4582680.4
7402;N08562L;432935.614;4582569.014
7403;N08563M;433073.833;4582431.436
7404;N08564N;432593.663;4582511.477
7405;N08565O;432563.958;4582483.075
7406;N08567Q;432657.242;4582261.196
7407;N08568R;432567.511;4582160.027
7408;N08570L;432743.342;4582360.826
7409;N08571M;432963.544;4582327.158
7410;N08572N;432865.988;4582232.176
7411;N08573O;432775.697;4582144.617
7412;N08574P;432829.505;4582100.374
7413;N08575Q;432813.96;4582082.24
7414;N08576R;432894.05;4582034.933
7415;N08579U;432947.295;4581964.729
7416;N08580N;432847.936;4581873.584
7417;N08581O;432789.149;4581934.485
7418;N08582P;432725.675;4582000.93
7419;N08583Q;432679.33;4582050.196
7420;N08584R;432695.077;4581841.87
7421;N08585S;432632.327;4581908.56
7422;N08586T;432755.888;4581782.155
7423;N08587U;432632.026;4581536.305
7424;N08588V;432627.29;4582102.686
7425;N08589W;432576.717;4581948.997
7426;N08590P;433275.666;4582771.632
7427;N08591Q;433349.198;4582699.07
7428;N08592R;433307.286;4582804.638
7429;N08593S;433255.931;4582611.099
7430;N08594T;433169.531;4582525.845
7431;N08596V;433117.393;4582283.959
7432;N08597W;433139.901;4582368.178
7433;N08600A;433451.233;4582591.833
7434;N08602C;433683.947;4582934.624
7435;N08604E;433552.239;4583067.8
7436;N08605F;433894.849;4583081.774
7437;N08606G;433912.791;4583304.778
7438;N08607H;434090.93;4583663.447
7439;N08608I;433996.885;4583571.359
7440;N08609J;434227.754;4583531.176
7441;N08610C;434189.673;4583482.056
7442;N08611D;434167.924;4583590.137
7443;N08614G;432690.654;4582604.146
7444;N08615H;428801.453;4587234.673
7445;N08616I;428857.523;4587383.739
7446;N08619L;429176.064;4587256.736
7447;N08620E;428743.012;4587072.173
7448;N08621F;428856.45;4587213.523
7449;N08623H;428953.993;4587178.442
7450;N08624I;428912.567;4587067.109
7451;N08625J;428895.332;4587020.472
7452;N08626K;428785.211;4586887.393
7453;N08627L;428636.395;4587112.185
7454;N08629N;429101.448;4587125.405
7455;N08630G;429060.872;4586963.231
7456;N08631H;429297.323;4587022.886
7457;N08632I;429064.331;4586825.224
7458;N08633J;429177.403;4587192.757
7459;N08634K;429137.321;4586900.72
7460;N08635L;429130.921;4586874.02
7461;N08636M;429069.81;4586753.52
7462;N08638O;429051.495;4586624.677
7463;N08639P;428982.988;4586444.88
7464;N08640I;428967.707;4586371.73
7465;N08641J;428853.936;4586493.887
7466;N08642K;428862.27;4586731.772
7467;N08643L;428438.729;4586555.321
7468;N08644M;428564.507;4586503.764
7469;N08645N;428521.844;4586281.268
7470;N08646O;429566.379;4586725.906
7471;N08648Q;429466.382;4586897.807
7472;N08649R;429384.752;4586997.602
7473;N08650K;429346.353;4587064.909
7474;N08651L;429224.006;4587263.361
7475;N08652M;429216.767;4586619.107
7476;N08655P;433904.735;4585112.141
7477;N08656Q;434321.943;4584771.437
7478;N08657R;434229.814;4584864.348
7479;N08658S;433633.658;4585563.655
7480;N08659T;433652.469;4585742.764
7481;N08660M;432144.048;4581615.811
7482;N08661N;432414.455;4581415.063
7483;N08662O;432387.522;4581510.71
7484;N08664Q;432411.095;4581745.793
7485;N08665R;431580.015;4581627.313
7486;N08666S;431596.885;4581627.883
7487;N08667T;431586.605;4581635.443
7488;N08668U;431187.596;4581979.956
7489;N08669V;431034.665;4581760.178
7490;N08670O;431100.296;4581824.177
7491;N08671P;431081.285;4581760.607
7492;N08672Q;431103.465;4581782.497
7493;N08673R;431132.426;4581810.707
7494;N08676U;425384.704;4581464.12
7495;N08677V;425325.216;4581662.801
7496;N08678W;425393.264;4581374.11
7497;N08679X;425234.072;4581234.081
7498;N08680Q;425406.263;4581323.74
7499;N08681R;425399.208;4581105.58
7500;N08684U;425440.74;4582365.831
7501;N08686W;425522.63;4582568.663
7502;N08687X;425682.637;4583085.08
7503;N08690S;427759.7;4582048.825
7504;N08691T;427819.743;4582095.602
7505;N08692U;427605.64;4581939.281
7506;N08693V;433686.41;4587361.037
7507;N08694W;433070.271;4588556.817
7508;N08695X;432861.776;4584080.88
7509;N08697Z;432524.154;4583936.47
7510;N08699B;432627.087;4584327.499
7511;N08700D;432758.158;4584455.579
7512;N08701E;432435.276;4584466.41
7513;N08702F;432035.993;4583469.09
7514;N08703G;432039.151;4583658.933
7515;N08704H;432129.288;4583180.551
7516;N08708L;432983.617;4582817.787
7517;N08709M;433973.462;4585997.712
7518;N08710F;434018.494;4586064.238
7519;N08711G;434032.743;4586011.753
7520;N08712H;433979.422;4585901.459
7521;N08713I;432108.232;4583783.152
7522;N08714J;432036.742;4583740.583
7523;N08715K;432614.477;4583399.947
7524;N08716L;431873.592;4583638.666
7525;N08717M;431659.355;4582905.405
7526;N08718N;431312.521;4583848.109
7527;N08720H;431737.318;4581410.476
7528;N08725M;431969.243;4581486.959
7529;N08727O;431991.447;4581459.697
7530;N08728P;432089.16;4581583.966
7531;N08730J;431692.973;4581404.799
7532;N08731K;429695.015;4583258.5
7533;N08732L;429309.938;4583779.024
7534;N08733M;427970.802;4585222.368
7535;N08734N;427815.979;4585200.108
7536;N08736P;427771.88;4585680.038
7537;N08737Q;427909.937;4585293.907
7538;N08738R;430527.936;4585346.851
7539;N08743O;429194.077;4587655.641
7540;N08745Q;428243.239;4586207.359
7541;N08746R;430272.466;4588060.256
7542;N08748T;430491.84;4588167.514
7543;N08749U;430203.586;4588245.88
7544;N08750N;430454.424;4588345.262
7545;N08751O;430471.614;4588309.082
7546;N08752P;430524.445;4588281.3
7547;N08753Q;430462.984;4588265.632
7548;N08755S;430162.642;4588109.054
7549;N08758V;431620.516;4588630.867
7550;N08762R;428133.719;4581400.402
7551;N08763S;427587.912;4580966.84
7552;N08764T;427636.043;4580841.122
7553;N08768X;428231.762;4579292.965
7554;N08769Y;428195.662;4579345.515
7555;N08770R;428214.382;4579275.995
7556;N08771S;428177.202;4579335.835
7557;N08772T;428195.522;4579263.925
7558;N08773U;428151.072;4579337.846
7559;N08774V;428257.449;4579243.247
7560;N08776X;428217.622;4579225.465
7561;N08777Y;428152.213;4579452.156
7562;N08778Z;428102.843;4579448.126
7563;N08779A;430045.493;4580333.743
7564;N08780T;429982.453;4580322.733
7565;N08781U;430729.039;4580962.142
7566;N08783W;430696.059;4580983.468
7567;N08784X;430293.871;4581219.445
7568;N08788B;425528.444;4582742.041
7569;N08789C;425405.801;4582416.031
7570;N08790V;428831.147;4585112.899
7571;N08791W;429921.799;4583841.599
7572;N08792X;427245.879;4585692.132
7573;N08793Y;427340.978;4585557.081
7574;N08794Z;427403.691;4585884.451
7575;N08795A;427575.602;4585652.153
7576;N08796B;427511.75;4585628.202
7577;N08797C;429528.149;4585252.724
7578;N08798D;429618.65;4585279.384
7579;N08799E;429654.369;4586488.945
7580;N08800G;429590.936;4586482.911
7581;N08801H;429399.582;4585246.534
7582;N08802I;428660.279;4587177.008
7583;N08803J;432038.263;4590451.163
7584;N08804K;430907.256;4588445.299
7585;N08805L;430877.193;4588381.328
7586;N08807N;432284.086;4587921.508
7587;N08809P;432209.344;4587930.498
7588;N08810I;432684.834;4588640.251
7589;N08811J;432736.991;4588759.366
7590;N08813L;432575.701;4588591.282
7591;N08814M;432572.76;4588693.594
7592;N08817P;433062.054;4587406.152
7593;N08821L;433710.742;4583402.71
7594;N08823N;433691.437;4583382.88
7595;N08824O;433673.826;4583399.683
7596;N08825P;434666.236;4584224.081
7597;N08826Q;425457.278;4576608.252
7598;N08827R;425346.688;4576739.573
7599;N08828S;430106.244;4580052.301
7600;N08829T;429518.028;4579683.028
7601;N08830M;429478.105;4579380.456
7602;N08831N;429045.422;4579098.929
7603;N08832O;428576.124;4579416.213
7604;N08833P;429102.169;4580020.78
7605;N08834Q;429285.46;4580085.258
7606;N08835R;428632.578;4579970.483
7607;N08836S;426089.812;4576666.996
7608;N08837T;428209.732;4578311.778
7609;N08840O;427617.563;4582812.729
7610;N08841P;427675.24;4582645.317
7611;N08842Q;426186.351;4583462.967
7612;N08844S;426612.73;4583661.782
7613;N08845T;426665.842;4583603.004
7614;N08846U;426694.883;4583623.723
7615;N08847V;426596.473;4583721.944
7616;N08848W;426509.743;4583756.515
7617;N08849X;427436.161;4585126.821
7618;N08850Q;427620.065;4585130.631
7619;N08851R;423677.311;4586661.251
7620;N08852S;423633.851;4586673.311
7621;N08853T;423545.091;4586704.387
7622;N08854U;423512.391;4586647.562
7623;N08855V;423619.36;4586608.601
7624;N08856W;423032.211;4586781.866
7625;N08857X;423448.082;4586828.143
7626;N08858Y;423459.133;4586943.293
7627;N08859Z;423422.833;4586996.684
7628;N08860S;423355.884;4587063.664
7629;N08861T;423255.043;4587080.365
7630;N08862U;422712.171;4586877.679
7631;N08863V;423254.666;4586105.043
7632;N08864W;423206.176;4586110.494
7633;N08865X;423175.407;4586276.074
7634;N08866Y;423190.166;4586039.854
7635;N08867Z;423287.853;4585823.176
7636;N08868A;423544.144;4585823.861
7637;N08869B;423668.256;4585971.81
7638;N08870U;423662.115;4585904.99
7639;N08871V;423761.996;4586008.399
7640;N08872W;423731.607;4586074.28
7641;N08873X;423774.967;4586129.849
7642;N08874Y;423797.233;4586066.215
7643;N08876A;423815.487;4586057.159
7644;N08877B;423836.263;4586051.783
7645;N08878C;423840.357;4586095.679
7646;N08879D;423881.287;4586098.059
7647;N08880W;423895.477;4586058.788
7648;N08881X;423919.316;4586186.565
7649;N08882Y;423950.238;4586164.338
7650;N08883Z;423938.093;4586230.042
7651;N08884A;423930.773;4586287.698
7652;N08885B;423949.713;4586302.015
7653;N08886C;423999.822;4586265.098
7654;N08887D;424014.738;4586238.488
7655;N08888E;424116.548;4586148.527
7656;N08889F;423974.979;4586402.608
7657;N08890Y;423927.699;4586360.539
7658;N08891Z;423931.66;4586433.629
7659;N08892A;423954.79;4586487.629
7660;N08893B;424184.709;4586327.387
7661;N08894C;423869.299;4586390.955
7662;N08895D;423836.279;4586348.599
7663;N08896E;423563.337;4586224.321
7664;N08897F;423774.04;4586515.03
7665;N08898G;423886.16;4586534.939
7666;N08899H;423930.731;4586626.049
7667;N08900J;423848.721;4586589.21
7668;N08901K;424055.28;4586666.135
7669;N08902L;423990.752;4586742.149
7670;N08903M;423860.442;4586747.4
7671;N08904N;423558.446;4586046.451
7672;N08905O;423382.373;4585657.472
7673;N08907Q;423119.47;4585309.763
7674;N08908R;423315.803;4584371.27
7675;N08909S;422963.318;4585146.814
7676;N08910L;424127.412;4586695.888
7677;N08911M;424152.321;4586607.337
7678;N08912N;424219.954;4586885.437
7679;N08913O;424202.854;4586947.258
7680;N08914P;424298.293;4586788.107
7681;N08915Q;424296.723;4586844.837
7682;N08916R;424283.789;4587052.001
7683;N08917S;424211.99;4586439.537
7684;N08918T;424223.061;4586565.217
7685;N08919U;424348.039;4586324.765
7686;N08920N;424465.81;4586407.715
7687;N08921O;424270.343;4586152.46
7688;N08922P;424543.036;4586214.988
7689;N08923Q;424605.119;4586258.823
7690;N08924R;424715.02;4586293.933
7691;N08925S;424533.875;4585698.343
7692;N08926T;424626.354;4585600.062
7693;N08927U;424520.225;4585659.423
7694;N08928V;424501.074;4585593.123
7695;N08929W;424546.014;4585569.123
7696;N08930P;424486.664;4585544.323
7697;N08931Q;424472.163;4585499.963
7698;N08932R;424459.865;4585647.243
7699;N08933S;424331.944;4585584.354
7700;N08934T;424346.504;4585537.664
7701;N08935U;424279.023;4585493.005
7702;N08936V;424492.713;4585453.903
7703;N08937W;424279.383;4585443.325
7704;N08938X;424465.472;4585374.073
7705;N08940R;424485.077;4585209.425
7706;N08941S;424380.332;4585327.044
7707;N08942T;424173.431;4585299.825
7708;N08945W;424134.411;4585283.145
7709;N08946X;424665.795;4585645.322
7710;N08947Y;424707.523;4585405.201
7711;N08948Z;424595.882;4585245.982
7712;N08949A;424561.391;4585111.702
7713;N08950T;424522.072;4585086.831
7714;N08951U;424524.65;4585011.752
7715;N08952V;424508.474;4585241.503
7716;N08954X;424299.095;4585799.965
7717;N08955Y;424674.94;4584964.831
7718;N08956Z;424692.092;4585253.401
7719;N08957A;424649.161;4584949.314
7720;N08958B;424883.315;4584909.481
7721;N08959C;425453.673;4585467.958
7722;N08961W;424059.285;4584464.025
7723;N08962X;425435.81;4586210.517
7724;N08963Y;425131.967;4585846.539
7725;N08964Z;425283.127;4586724.083
7726;N08965A;426909.843;4585624.649
7727;N08967C;427393.348;4582866.857
7728;N08968D;426716.651;4583481.453
7729;N08969E;426673.082;4583538.203
7730;N08972Z;426444.724;4582596.134
7731;N08973A;426464.375;4582690.934
7732;N08974B;425689.868;4583231.58
7733;N08975C;425753.348;4583161.98
7734;N08977E;425284.306;4584416.245
7735;N08978F;426467.442;4582973.528
7736;N08980Z;424635.513;4586697.534
7737;N08981A;431342.985;4581823.039
7738;N08982B;431389.488;4581850.721
7739;N08983C;431318.286;4581803.165
7740;N08984D;431300.793;4581790.201
7741;N08985E;431340.588;4581788.446
7742;N08986F;431406.846;4581784.865
7743;N08987G;431413.836;4581791.945
7744;N08989I;430834.648;4583457.712
7745;N08990B;428728.62;4581559.865
7746;N08991C;427827.131;4578944.594
7747;N08992D;427570.397;4578801.019
7748;N08993E;427638.268;4578837.349
7749;N08994F;427603.248;4578903.119
7750;N08996H;428626.395;4579314.184
7751;N09001N;427489;4581840.265
7752;N09002O;427534.241;4581861.944
7753;N09003P;426252.387;4580998.034
7754;N09008U;428921.28;4585440.429
7755;N09009V;428541.046;4585729.787
7756;N09010O;428828.658;4585830.925
7757;N09011P;428770.772;4585765.451
7758;N09012Q;428700.372;4585799.691
7759;N09015T;429034.5;4585364.918
7760;N09016U;429898.643;4586926.534
7761;N09017V;429564.01;4586687.916
7762;N09018W;433566.13;4587187.547
7763;N09019X;432053.958;4585764.311
7764;N09022S;434720.485;4585245.836
7765;N09036Y;428212.282;4575341.359
7766;N09037Z;428633.251;4575145.906
7767;N09038A;428855.915;4575631.855
7768;N09039B;428097.72;4575093.22
7769;N09040U;427743.908;4574872.942
7770;N09041V;427978.908;4574843.17
7771;N09042W;428295.84;4574993.338
7772;N09043X;428217.328;4574832.058
7773;N09044Y;428412.402;4575247.447
7774;N09045Z;428472.771;4574815.666
7775;N09046A;428509.749;4574893.276
7776;N09047B;428934.447;4574776.72
7777;N09048C;430091.14;4580010.532
7778;N09049D;426390.611;4583287.956
7779;N09050W;426463.779;4583194.134
7780;N09051X;427789.611;4585186.265
7781;N09052Y;429762.443;4587035.335
7782;N09053Z;429765.914;4587074.515
7783;N09054A;426895.29;4583294.881
7784;N09055B;431033.157;4583272.3
7785;N09056C;431070.696;4583236.18
7786;N09057D;430557.261;4587630.27
7787;N09062A;432797.56;4584602.889
7788;N09063B;432598.229;4584614.83
7789;N09064C;426964.252;4580885.067
7790;N09066E;430779.247;4584656.944
7791;N09067F;430791.537;4584630.894
7792;N09068G;430715.687;4584729.734
7793;N09069H;430694.707;4584756.455
7794;N09070A;425241.061;4583083.24
7795;N09071B;425122.539;4583156.646
7796;N09074E;431514.526;4587113.325
7797;N09075F;431557.285;4587053.496
7798;N09077H;431750.694;4586707.18
7799;N09078I;431750.524;4586665.49
7800;N09079J;428606.679;4585372.061
7801;N09080C;428523.19;4585482.082
7802;N09081D;430721.748;4581499.061
7803;N09082E;430283.925;4584574.507
7804;N09083F;428842.091;4585626.07
7805;N09084G;428881.831;4585609.6
7806;N09085H;432416.507;4584041.001
7807;N09086I;432363.075;4584093.701
7808;N09091F;433000.18;4587265.171
7809;N09092G;432949.326;4587091.469
7810;N09093H;432986.905;4587405.945
7811;N09094I;433173.79;4587260.18
7812;N09099N;432374.597;4585706.043
7813;N09101Q;433164.589;4587073.16
7814;N09102R;434150.31;4583988.07
7815;N09103S;434244.534;4584087.448
7816;N09104T;434129.809;4584202.898
7817;N09105U;434279.023;4584048.336
7818;N09106V;434381.6;4583948.78
7819;N09107W;434184.266;4583953.936
7820;N09108X;434281.687;4583851.713
7821;N09109Y;434087.909;4583860.426
7822;N09110R;434187.286;4583759.269
7823;N09111S;433992.619;4583766.382
7824;N09118Z;433903.728;4583482.115
7825;N09120T;433889.506;4583465.227
7826;N09121U;426650.168;4584369.275
7827;N09122V;426667.378;4584393.415
7828;N09123W;430665.79;4581139.379
7829;N09124X;431636.216;4586946.971
7830;N09125Y;431613.377;4586973.908
7831;N09126Z;431452.185;4587293.305
7832;N09127A;431629.269;4587309.77
7833;N09130V;433325.216;4586649.388
7834;N09131W;433319.772;4586785.161
7835;N09132X;433256.286;4586648.238
7836;N09133Y;433250.057;4586808.819
7837;N09134Z;429916.106;4583363.818
7838;N09135A;429972.176;4583416.288
7839;N09136B;432489.794;4583975.56
7840;N09138D;432455.225;4583998.703
7841;N09139E;432802.397;4584022.748
7842;N09140X;432761.145;4584061.338
7843;N09141Y;432783.235;4584068.538
7844;N09142Z;432814.13;4584033.948
7845;N09143A;432764.286;4584097.188
7846;N09144B;432736.326;4584088.818
7847;N09145C;432655.239;4584063.728
7848;N09146D;432707.83;4584118.091
7849;N09147E;432721.613;4584133.754
7850;N09148F;432767.771;4584177.397
7851;N09149G;432825.923;4584117.464
7852;N09151A;433050.033;4584158.023
7853;N09153C;433025.294;4584184.075
7854;N09157G;430436.249;4581249.019
7855;N09158H;430373.317;4581322.12
7856;N09160B;428726.551;4580415.353
7857;N09161C;426005.942;4580991.745
7858;N09162D;426083.162;4581034.084
7859;N09163E;429793.852;4586889.865
7860;N09164F;433551.874;4583661.441
7861;N09165G;433565.943;4583646.301
7862;N09166H;433897.862;4583672.516
7863;N09167I;433804.883;4583581.316
7864;N09168J;433716.35;4583496.517
7865;N09169K;434517.783;4584378.701
7866;N09171E;432809.747;4584216.198
7867;N09173G;433332.936;4584249.327
7868;N09174H;433396.747;4584184.703
7869;N09179M;432458.651;4586263.011
7870;N09180F;432614.013;4586368.213
7871;N09181G;432544.049;4586232.528
7872;N09182H;432574.812;4586296.713
7873;N09183I;432629.59;4586277.821
7874;N09184J;432816.939;4587416.505
7875;N09185K;432864.141;4587609.242
7876;N09186L;432788.876;4587768.393
7877;N09187M;432754.626;4587640.089
7878;N09188N;432902.879;4588200.604
7879;N09189O;432958.378;4588442.057
7880;N09190H;432492.581;4588161.926
7881;N09191I;432591.635;4588022.225
7882;N09192J;432596.164;4587911.645
7883;N09193K;432603.313;4587759.495
7884;N09195M;432610.021;4587664.643
7885;N09196N;432660.995;4588178.191
7886;N09197O;432576.268;4588385.326
7887;N09198P;433204.473;4587780.007
7888;N09200S;427546.474;4578311.749
7889;N09201T;427388.086;4578593.4
7890;N09202U;433261.533;4588900.652
7891;N09203V;427563.805;4581062.013
7892;N09204W;426335.119;4584571.238
7893;N09205X;426412.894;4584411.811
7894;N09206Y;426310.998;4584542.224
7895;N09207Z;426279.19;4584617.708
7896;N09209B;428842.761;4584309.658
7897;N09210U;433529.857;4583170.829
7898;N09212W;427665.175;4581439.376
7899;N09213X;432991.313;4583642.846
7900;N09216A;428818.79;4580251.352
7901;N09217B;428787.71;4580232.812
7902;N09218C;428739.105;4580214.493
7903;N09219D;428668.03;4580234.443
7904;N09220W;428617.658;4580264.128
7905;N09221X;427662.95;4580990.082
7906;N09222Y;427622.683;4580936.587
7907;N09223Z;425995.682;4583617.319
7908;N09225B;427573.864;4581021.903
7909;N09226C;433519.334;4583789.372
7910;N09227D;433505.803;4583581.172
7911;N09228E;432902.662;4587783.364
7912;N09229F;432932.781;4587787.506
7913;N09230Y;432991.723;4587685.302
7914;N09231Z;432875.56;4583968.16
7915;N09232A;432808.271;4588696.825
7916;N09233B;432947.675;4587881.841
7917;N09234C;433034.285;4587891.722
7918;N09235D;433124.785;4587903.911
7919;N09236E;432981.66;4588050.004
7920;N09237F;433134.733;4587813.593
7921;N09238G;433085.886;4588217.911
7922;N09239H;432978.919;4588208.265
7923;N09240A;432894.487;4583926.925
7924;N09241B;432792.541;4586946.705
7925;N09242C;432817.783;4586792.015
7926;N09243D;432824.263;4586608.295
7927;N09244E;427408.809;4584303.009
7928;N09246G;426430.592;4581005.611
7929;N09247H;433231.041;4588635.766
7930;N09249J;427767.178;4574927.472
7931;N09251D;427807.529;4575005.722
7932;N09252E;427557.39;4575129.034
7933;N09255H;430579.189;4581085.98
7934;N09256I;430563.807;4581102.407
7935;N09257J;430548.46;4581121.57
7936;N09258K;430517.35;4581156.111
7937;N09259L;430492.61;4581183.331
7938;N09261F;431189.969;4585642.924
7939;N09262G;431168.124;4585572.292
7940;N09263H;431231.921;4585842.254
7941;N09264I;430178.288;4587526.723
7942;N09268M;430155.308;4587456.797
7943;N09269N;430164.882;4587486.098
7944;N09271H;426673.183;4584951.868
7945;N09272I;426863.093;4584994.956
7946;N09273J;426635.821;4584431.688
7947;N09276M;426758.427;4584818.397
7948;N09277N;427683.37;4579649.4
7949;N09278O;427722.554;4579640.239
7950;N09279P;427723.843;4579572.479
7951;N09280I;427655.253;4579575.23
7952;N09283L;430641.615;4581019.862
7953;N09288Q;425587.583;4582999.1
7954;N09289R;427686.666;4579787.178
7955;N09290K;429231.985;4584493.046
7956;N09293N;430285.945;4585149.098
7957;N09294O;430302.8;4585164.23
7958;N09295P;430309.887;4585170.933
7959;N09296Q;430363.135;4585184.533
7960;N09298S;430294.947;4585130.711
7961;N09301W;430351.068;4585157.334
7962;N09303Y;430612.847;4583397.289
7963;N09304Z;430555.888;4583378.183
7964;N09311Y;428792.451;4587436.547
7965;N09312Z;428870.787;4587525.395
7966;N09313A;429094.673;4587680.124
7967;N09317E;433021.279;4588730.952
7968;N09318F;433222.566;4588819.714
7969;N09319G;425452.58;4583303.294
7970;N09322B;425504.289;4580887.406
7971;N09323C;428330.586;4584837.216
7972;N09328H;434827.773;4585078.195
7973;N09333E;430116.057;4587320.754
